category,phrase,n_yes,n_no,score,new_yield,pct_device_cpe,sample_cves,sample_descriptions
garden,topics,3,0,5.838,139,0.065,CVE-2004-1043|CVE-2004-2733|CVE-2005-0569,"Internet Explorer 6.0 on Windows XP SP2 allows remote attackers to execute arbitrary code by using the ""Related Topics"" command in the Help ActiveX Co|Web Wiz Forums 7.7a uses invalid logic to determine user privileges, which allows remote attackers to (1) block arbitrary IP addresses via pop_up_ip_b|Multiple SQL injection vulnerabilities in PunBB 1.2.1 allow remote attackers to execute arbitrary SQL commands via the (1) language parameter to regis"
garden,2nd,6,0,15.39,105,0.819,CVE-2003-0731|CVE-2003-0732|CVE-2005-0356,CiscoWorks Common Management Foundation (CMF) 2.1 and earlier allows the guest user to gain administrative privileges via a certain POST request to co|CiscoWorks Common Management Foundation (CMF) 2.1 and earlier allows the guest user to obtain restricted information and possibly gain administrative |Multiple TCP implementations with Protection Against Wrapped Sequence Numbers (PAWS) with the timestamps option enabled allow remote attackers to caus
garden,green,6,0,15.39,48,0.542,CVE-2006-1930|CVE-2008-6841|CVE-2014-7800,"Multiple SQL injection vulnerabilities in userscript.php in Green Minute 1.0 and earlier allow remote attackers to execute arbitrary SQL commands via |PHP remote file inclusion vulnerability in the Green Mountain Information Technology and Consulting Database Query (com_dbquery) component 1.4.1.1 and|The Daily Green (aka it.opentt.blog.dailygreen) application 2014.07 dlygrn for Android does not verify X.509 certificates from SSL servers, which allo"
garden,2nd generation,6,0,15.39,13,0.923,CVE-2010-1776|CVE-2019-6170|CVE-2019-6172,"Find My iPhone on iOS 2.0 through 3.1.3 for iPhone 3G and later and iOS 2.1 through 3.1.3 for iPod touch (2nd generation) and later, when Find My iPho|A potential vulnerability in the SMI callback function used in the Legacy USB driver using boot services structure in runtime phase in some Lenovo Thi|A potential vulnerability in the SMI callback function used in Legacy USB driver using passed parameter without sufficient checking in some Lenovo Thi"
garden,vacuums,6,2,5.733,8,0.875,CVE-2024-52325|CVE-2024-11147|CVE-2024-52327,ECOVACS robot lawnmowers and vacuums are vulnerable to command injection via SetNetPin() over an unauthenticated BLE connection.|ECOVACS robot lawnmowers and vacuums use a deterministic root password generated based on model and serial number. An attacker with shell access can l|The cloud service used by ECOVACS robot lawnmowers and vacuums allows authenticated attackers to bypass the PIN entry required to access the live vide
garden,lawnmowers and vacuums,5,0,11.989,6,0.833,CVE-2024-52325|CVE-2024-11147|CVE-2024-52327,ECOVACS robot lawnmowers and vacuums are vulnerable to command injection via SetNetPin() over an unauthenticated BLE connection.|ECOVACS robot lawnmowers and vacuums use a deterministic root password generated based on model and serial number. An attacker with shell access can l|The cloud service used by ECOVACS robot lawnmowers and vacuums allows authenticated attackers to bypass the PIN entry required to access the live vide
garden,vacuums use,3,0,5.838,2,1.0,CVE-2024-11147|CVE-2024-52331,ECOVACS robot lawnmowers and vacuums use a deterministic root password generated based on model and serial number. An attacker with shell access can l|ECOVACS robot lawnmowers and vacuums use a deterministic symmetric key to decrypt firmware updates. An attacker can create and encrypt malicious firmw
garden,mini-8 2nd generation,6,0,15.39,0,0.0,,
garden,mini-8 2nd,6,0,15.39,0,0.0,,
garden,mini-8,6,0,15.39,0,0.0,,
garden,green electronics,6,0,15.39,0,0.0,,
garden,touch hd,4,0,8.789,0,0.0,,
garden,generation and touch,4,0,8.789,0,0.0,,
home-power,all,4,0,8.789,25887,0.204,CVE-2000-0518|CVE-2000-0611|CVE-2000-1207,"Internet Explorer 4.x and 5.x does not properly verify all contents of an SSL certificate if a connection is made to the server via an image or a fram|The default configuration of NetWin dMailWeb and cwMail trusts all POP servers, which allows attackers to bypass normal authentication and cause a den|userhelper in the usermode package on Red Hat Linux executes non-setuid programs as root, which does not activate the security measures in glibc and a"
home-power,account,4,0,8.789,8116,0.21,CVE-2000-0402|CVE-1999-0585|CVE-2000-0688,"The Mixed Mode authentication capability in Microsoft SQL Server 7.0 stores the System Administrator (sa) account in plaintext in a log file which is |A Windows NT administrator account has the default name of Administrator.|Subscribe Me LITE does not properly authenticate attempts to change the administrator password, which allows remote attackers to gain privileges for t"
home-power,also,11,2,16.787,5609,0.385,CVE-2001-0169|CVE-2001-1346|CVE-2001-0398,"When using the LD_PRELOAD environmental variable in SUID or SGID applications, glibc does not verify that preloaded libraries in /etc/ld.so.cache are |Computer Associates ARCserveIT 6.61 and 6.63 (also called ARCservIT) allows local users to overwrite arbitrary files via a symlink attack on the tempo|The BAT! mail client allows remote attackers to bypass user warnings of an executable attachment and execute arbitrary commands via an attachment whos"
home-power,username,4,0,8.789,4173,0.153,CVE-2000-0480|CVE-2000-0609|CVE-2000-0610,Dragon telnet server allows remote attackers to cause a denial of service via a long username.|NetWin dMailWeb and cwMail 2.6g and earlier allows remote attackers to cause a denial of service via a long username parameter.|NetWin dMailWeb and cwMail 2.6g and earlier allows remote attackers to bypass authentication and use the server for mail relay via a username that con
home-power,info,4,0,8.789,2584,0.473,CVE-2000-0677|CVE-2000-0704|CVE-2001-0043,"Buffer overflow in IBM Net.Data db2www CGI program allows remote attackers to execute arbitrary commands via a long PATH_INFO environmental variable.|Buffer overflow in SGI Omron WorldView Wnn allows remote attackers to execute arbitrary commands via long JS_OPEN, JS_MKDIR, or JS_FILE_INFO commands.|phpGroupWare before 0.9.7 allows remote attackers to execute arbitrary PHP commands by specifying a malicious include file in the phpgw_info parameter"
home-power,technology,12,2,19.313,1282,0.246,CVE-2000-1224|CVE-2000-0925|CVE-2000-0926,"Caucho Technology Resin 1.2 and possibly earlier allows remote attackers to view JSP source via an HTTP request to a .jsp file with certain characters|The default installation of SmartWin CyberOffice Shopping Cart 2 (aka CyberShop) installs the _private directory with world readable permissions, whic|SmartWin CyberOffice Shopping Cart 2 (aka CyberShop) allows remote attackers to modify price information by changing the ""Price"" hidden form variable."
home-power,reports,8,2,9.79,1155,0.313,CVE-2001-1464|CVE-2001-1402|CVE-2002-0582,"Crystal Reports, when displaying data for a password protected database using HTML pages, embeds the username and password in cleartext in the HTML pa|Bugzilla before 2.14 does not properly escape untrusted parameters, which could allow remote attackers to conduct unauthorized activities via cross-si|WorkforceROI Xpede 4.1 stores temporary expense claim reports in a world-readable and indexable /reports/temp directory, which allows remote attackers"
home-power,iq,5,0,11.989,1146,0.675,CVE-2009-1595|CVE-2009-1596|CVE-2010-2492,"The jabber:iq:auth implementation in IQAuthHandler.java in Ignite Realtime Openfire before 3.6.4 allows remote authenticated users to change the passw|Ignite Realtime Openfire before 3.6.5 does not properly implement the register.password (aka canChangePassword) console configuration setting, which a|Buffer overflow in the ecryptfs_uid_hash macro in fs/ecryptfs/messaging.c in the eCryptfs subsystem in the Linux kernel before 2.6.35 might allow loca"
home-power,r3,7,0,18.956,1123,0.754,CVE-2001-0326|CVE-2002-0891|CVE-2002-1785,"Oracle Java Virtual Machine (JVM ) for Oracle 8.1.7 and Oracle Application Server 9iAS Release 1.0.2.0.1 allows remote attackers to read arbitrary fil|The web interface (WebUI) of NetScreen ScreenOS before 2.6.1r8, and certain 2.8.x and 3.0.x versions before 3.0.3r1, allows remote attackers to cause |Cross-site scripting (XSS) vulnerability in Zeus Administration Server in Zeus Web Server 4.0 through 4.1r2 allows remote authenticated users to injec"
home-power,installer,5,0,11.989,1123,0.288,CVE-2000-0723|CVE-2000-0724|CVE-2002-0103,"Helix GNOME Updater helix-update 0.5 and earlier does not properly create /tmp directories, which allows local users to create empty system configurat|The go-gnome Helix GNOME pre-installer allows local users to overwrite arbitrary files via a symlink attack on various files in /tmp, including uudeco|An installer program for Oracle9iAS Web Cache 2.0.0.x creates executable and configuration files with insecure permissions, which allows local users t"
home-power,formerly,5,0,11.989,1046,0.122,CVE-2000-0559|CVE-2000-0762|CVE-2000-0772,"eTrust Intrusion Detection System (formerly SessionWall-3) uses weak encryption (XOR) to store administrative passwords in the registry, which allows |The default installation of eTrust Access Control (formerly SeOS) uses a default encryption key, which allows remote attackers to spoof the eTrust adm|The installation of Tumbleweed Messaging Management System (MMS) 4.6 and earlier (formerly Worldtalk Worldsecure) creates a default account ""sa"" with "
home-power,position,4,0,8.789,681,0.366,CVE-2005-0232|CVE-2006-1849|CVE-2006-1850,"Firefox 1.0 allows remote attackers to modify Boolean configuration parameters for the about:config site by using a plugin such as Flash, and the -moz|Multiple SQL injection vulnerabilities in members_only/index.cgi in xFlow 5.46.11 and earlier allow remote attackers to execute arbitrary SQL commands|Multiple cross-site scripting (XSS) vulnerabilities in xFlow 5.46.11 and earlier allow remote attackers to inject arbitrary web script or HTML via the"
home-power,serial,5,0,11.989,513,0.634,CVE-2001-0044|CVE-2001-1520|CVE-2002-2203,"Multiple buffer overflows in Lexmark MarkVision printer driver programs allows local users to gain privileges via long arguments to the cat_network, c|Xircom REX 6000 allows local users to obtain the 10 digit PIN by starting a serial monitor, connecting to the personal digital assistant (PDA) via Rex|Unknown vulnerability in the System Serial Console terminal in Solaris 2.5.1, 2.6, and 7 allows local users to monitor keystrokes and possibly steal s"
home-power,serial number,5,0,11.989,141,0.624,CVE-2005-1609|CVE-2005-1837|CVE-2012-0133,"Unknown vulnerability in Sun StorEdge 6130 Arrays (SE6130) with serial numbers between 0451AWF00G and 0513AWF00J allows local users and remote attacke|Fortinet firewall running FortiOS 2.x contains a hardcoded username with the password set to the serial number, which allows local users with console |HP ProCurve 5400 zl switches with certain serial numbers include a compact flash card that contains an unspecified virus, which might allow user-assis"
home-power,envoy,13,0,42.846,133,0.03,CVE-2019-12995|CVE-2019-18836|CVE-2019-18801,"Istio before 1.2.2 mishandles certain access tokens, leading to ""Epoch 0 terminated with an error"" in Envoy. This is related to a jwt_authenticator.cc|Envoy 1.12.0 allows a remote denial of service because of resource loops, as demonstrated by a single idle TCP connection being able to keep a worker |An issue was discovered in Envoy 1.12.0. An untrusted remote client may send HTTP/2 requests that write to the heap outside of the request buffers whe"
home-power,position is that,4,0,8.789,109,0.174,CVE-2018-13843|CVE-2018-17538|CVE-2018-18307,"An issue has been found in HTSlib 1.8. It is a memory leak in bgzf_getline in bgzf.c. NOTE: the software maintainer's position is that the ""failure to|Axon (formerly TASER International) Evidence Sync 3.15.89 is vulnerable to process injection. NOTE: the vendor's position is that this CVE is not asso|A Stored XSS vulnerability has been discovered in version 4.1.0 of AlchemyCMS via the /admin/pictures image field. NOTE: the vendor's position is that"
home-power,reports that,8,2,9.79,90,0.467,CVE-2002-1020|CVE-2004-2722|CVE-2005-1048,"The library feature for Adobe Content Server 3.0 allows a remote attacker to check out an eBook even when the maximum number of loans is exceeded by a|Nessus 2.0.10a stores account passwords in plaintext in .nessusrc files, which allows local users to obtain passwords.  NOTE: the original researcher |SQL injection vulnerability in modules.php in PostNuke 0.760 RC3 allows remote attackers to execute arbitrary SQL statements via the sid parameter.  N"
