Verdicts,Review Reason,cve_id,description,cpe_strings,Difference Type,published,cvss_score,cvss_version,cwe_ids,Claude Judgment,Claude Confidence,Claude Reasoning,Codex Judgment,Codex Confidence,Codex Reasoning,Gemini Judgment,Gemini Confidence,Gemini Reasoning,Human Verdict,Human Notes
C:No/Low  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2025-14300,"The HTTPS service on Tapo C200 V3 exposes a connectAP interface without proper authentication. An unauthenticated attacker on the same local network segment can exploit this to modify the device’s Wi-Fi configuration, resulting in loss of connectivity and denial-of-service (DoS).",cpe:2.3:o:tp-link:tapo_c200_firmware:1.3.3:build_230228:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_c200_firmware:1.3.4:build_230424:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_c200_firmware:1.3.5:build_230717:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_c200_firmware:1.3.7:build_230920:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_c200_firmware:1.3.9:build_231019:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_c200_firmware:1.3.11:build_231115:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_c200_firmware:1.3.13:build_240327:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_c200_firmware:1.3.14:build_240513:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_c200_firmware:1.3.15:build_240715:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_c200_firmware:1.4.1:build_241212:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_c200_firmware:1.4.2:build_250313:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_c200_firmware:1.4.4:build_250922:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_c200:3:*:*:*:*:*:*:*,vendor_only,2025-12-20,8.1,3.1,CWE-306,No,Low,"Home-brand vendor matched, but the description is not about a camera (likely a different product line of the same brand).",Yes,High,,Yes,High,,Yes,
C:Maybe/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2025-14748,A vulnerability was determined in Ningyuanda TC155 57.0.2.0. This affects an unknown function of the file /onvif/device_service of the component ONVIF Device Management Service. Executing manipulation of the argument FactoryDefault with the input Hard can lead to improper access controls. The attack requires access to the local network. The exploit has been publicly disclosed and may be utilized. The vendor was contacted early about this disclosure but did not respond in any way.,cpe:2.3:o:shenzhenningyuandatechnology:tc155_firmware:57.0.2.0:*:*:*:*:*:*:*|cpe:2.3:h:shenzhenningyuandatechnology:tc155:-:*:*:*:*:*:*:*,vendor_only,2025-12-16,5.4,3.1,CWE-266|CWE-284,Maybe,Low,Unrecognized vendor but the description references a camera/surveillance device; home vs commercial deployment is unclear.,No,High,,Yes,High,,No,vendor makes stuff exclusively for professional deployments
C:Maybe/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2025-14749,A vulnerability was identified in Ningyuanda TC155 57.0.2.0. This impacts an unknown function of the file /onvif/device_service of the component ONVIF PTZ Control Interface. The manipulation leads to improper access controls. The attack requires being on the local network. The exploit is publicly available and might be used. The vendor was contacted early about this disclosure but did not respond in any way.,cpe:2.3:o:shenzhenningyuandatechnology:tc155_firmware:57.0.2.0:*:*:*:*:*:*:*|cpe:2.3:h:shenzhenningyuandatechnology:tc155:-:*:*:*:*:*:*:*,vendor_only,2025-12-16,8.8,3.1,CWE-266|CWE-284,Maybe,Low,Unrecognized vendor but the description references a camera/surveillance device; home vs commercial deployment is unclear.,No,High,,Yes,High,,No,vendor makes stuff exclusively for professional deployments
C:No/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2025-12592,Legacy Vivotek Device firmware uses default credetials for the root and user login accounts.,,vendor_only,2025-11-19,,,CWE-1392,No,Low,No CPE and no camera signal in the description; cannot tie this to a home camera.,No,High,,Yes,High,,Yes,General but still applicable to cameras
C:Maybe/Low  X:No/High  G:No/Low,judgments not unanimous,CVE-2025-12463,An unauthenticated SQL Injection was discovered within the Geutebruck G-Cam E-Series Cameras through the `Group` parameter in the `/uapi-cgi/viewer/Param.cgi` script. This has been confirmed on the EFD-2130 camera running firmware version 1.12.0.19.,,vendor_only,2025-11-03,9.8,3.1,CWE-89,Maybe,Low,No CPE present and the description references a camera but does not establish home vs commercial deployment.,No,High,,No,Low,Geutebruck G-Cam E-Series cameras are typically professional/enterprise surveillance systems rather than consumer home IoT devices.,No,
C:Yes/High  X:Yes/High  G:No/High,judgments not unanimous,CVE-2025-56799,Reolink desktop application 8.18.12 contains a command injection vulnerability in its scheduled cache-clearing mechanism via a crafted folder name. NOTE: this is disputed by the Supplier because a crafted folder name would arise only if the local user were attacking himself.,cpe:2.3:a:reolink:reolink:8.18.12:*:*:*:desktop:*:*:*,vendor_only,2025-10-21,6.5,3.1,CWE-77,Yes,High,"Reolink is a consumer home-security camera brand; this flaw is in its companion desktop application that manages those home cameras, so it sits within the home-camera ecosystem (it affects the app, not the camera hardware itself).",Yes,High,,No,High,,Yes,
C:Yes/High  X:Yes/High  G:No/High,judgments not unanimous,CVE-2025-56800,"Reolink desktop application 8.18.12 contains a vulnerability in its local authentication mechanism. The application implements lock screen password logic entirely on the client side using JavaScript within an Electron resource file. Because the password is stored and returned via a modifiable JavaScript property(a.settingsManager.lockScreenPassword), an attacker can patch the return value to bypass authentication. NOTE: this is disputed by the Supplier because the lock-screen bypass would only occur if the local user modified his own instance of the application.",cpe:2.3:a:reolink:reolink:8.18.12:*:*:*:desktop:*:*:*,vendor_only,2025-10-21,5.1,3.1,CWE-290,Yes,High,"Reolink is a consumer home-camera brand; this flaw is in its companion desktop application's lock-screen auth, within the home-camera ecosystem (affects the app, not the camera hardware).",Yes,High,,No,High,,Yes,
C:Yes/High  X:Yes/High  G:No/High,judgments not unanimous,CVE-2025-56801,The Reolink Desktop Application 8.18.12 contains hardcoded credentials as the Initialization Vector (IV) in its AES-CFB encryption implementation allowing attackers with access to the application environment to reliably decrypt encrypted configuration data. NOTE: the Supplier's position is that material is not hardcoded and is instead randomly generated on each installation of the application.,cpe:2.3:a:reolink:reolink:8.18.12:*:*:*:desktop:*:*:*,vendor_only,2025-10-21,5.1,3.1,CWE-321,Yes,High,"Reolink is a consumer home-camera brand; this hardcoded-IV flaw is in its companion desktop application that manages home cameras (affects the app, not the camera hardware).",Yes,High,,No,High,,Yes,
C:Yes/High  X:Yes/High  G:No/High,judgments not unanimous,CVE-2025-56802,The Reolink desktop application uses a hard-coded and predictable AES encryption key to encrypt user configuration files allowing attackers with local access to decrypt sensitive application data stored in %APPDATA%. A different vulnerability than CVE-2025-56801. NOTE: the Supplier's position is that material is not hardcoded and is instead randomly generated on each installation of the application.,cpe:2.3:a:reolink:reolink:8.18.12:*:*:*:desktop:*:*:*,vendor_only,2025-10-21,5.1,3.1,CWE-321,Yes,High,"Reolink is a consumer home-camera brand; this hardcoded-key flaw is in its companion desktop application that manages home cameras (affects the app, not the camera hardware).",Yes,High,,No,High,,Yes,
C:Maybe/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2025-11852,A vulnerability was found in Apeman ID71 218.53.203.117. The impacted element is an unknown function of the file /onvif/device_service of the component ONVIF Service. Performing manipulation results in missing authentication. The attack is possible to be carried out remotely. The exploit has been made public and could be used. The vendor was contacted early about this disclosure but did not respond in any way.,,vendor_only,2025-10-16,5.3,3.1,CWE-287|CWE-306,Maybe,Low,No CPE present and the description references a camera but does not establish home vs commercial deployment.,No,High,,Yes,High,,Yes,
C:No/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2025-10991,"The attacker may obtain root access by connecting to the UART port and this vulnerability requires the attacker to have the physical access to the device.

This issue affects Tapo D230S1 V1.20: before 1.2.2 Build 20250907.",,vendor_only,2025-09-30,,,CWE-306,No,Low,No CPE and no camera signal in the description; cannot tie this to a home camera.,No,High,,Yes,High,,Yes,
C:Yes/High  X:Yes/High  G:No/High,judgments not unanimous,CVE-2025-55619,Reolink v4.54.0.4.20250526 was discovered to contain a hardcoded encryption key and initialization vector. An attacker can leverage this vulnerability to decrypt access tokens and web session tokens stored inside the app via reverse engineering.,cpe:2.3:a:reolink:reolink:4.54.0.4.20250526:*:*:*:*:android:*:*,vendor_only,2025-08-22,9.8,3.1,CWE-321,Yes,High,"Reolink is a consumer home-camera brand; this hardcoded-key flaw exposing session/access tokens is in its Android companion app for the home-camera account, within the camera ecosystem.",Yes,High,,No,High,,Yes,
C:Yes/High  X:Yes/High  G:No/Low,judgments not unanimous,CVE-2025-55620,A cross-site scripting (XSS) vulnerability in the valuateJavascript() function of Reolink v4.54.0.4.20250526 allows attackers to execute arbitrary web scripts or HTML via a crafted payload.,cpe:2.3:a:reolink:reolink:4.54.0.4.20250526:*:*:*:*:android:*:*,vendor_only,2025-08-22,6.1,3.1,CWE-79,Yes,High,"Reolink is a consumer home-camera brand; this XSS is in its Android companion app that controls home cameras, within the camera ecosystem.",Yes,High,,No,Low,"The CVE description refers to a Reolink product, which is a brand known for home security cameras. However, the CPE string explicitly identifies the software as an Android application ('cpe:2.3:a:reolink:reolink:...:android:*:*'). According to the rubric, a device that merely runs an app that controls home IoT is not itself home IoT.",Yes,
C:Yes/High  X:Yes/High  G:No/Low,judgments not unanimous,CVE-2025-55621,An Insecure Direct Object Reference (IDOR) vulnerability in Reolink v4.54.0.4.20250526 allows unauthorized attackers to access and download other users' profile photos via a crafted URL. NOTE: this is disputed by the Supplier because it is intentional behavior; the photos are part of a social platform on which users expect to find one another.,cpe:2.3:a:reolink:reolink:4.54.0.4.20250526:*:*:*:*:android:*:*,vendor_only,2025-08-22,6.5,3.1,CWE-639,Yes,High,"Reolink is a consumer home-camera brand; this IDOR is in its Android companion app for home cameras, within the camera ecosystem.",Yes,High,,No,Low,"The CVE describes a vulnerability in a Reolink application (Android app, as per CPE), not the camera hardware itself. According to the rubric, a device that merely runs an app that controls home IoT is not itself home IoT.",Yes,
C:Yes/High  X:Yes/High  G:No/High,judgments not unanimous,CVE-2025-55622,Reolink v4.54.0.4.20250526 was discovered to contain a task hijacking vulnerability due to inappropriate taskAffinity settings. NOTE: this is disputed by the Supplier because it is intentional behavior to ensure a predictable user experience.,cpe:2.3:a:reolink:reolink:4.54.0.4.20250526:*:*:*:*:android:*:*,vendor_only,2025-08-22,6.5,3.1,CWE-491,Yes,High,"Reolink is a consumer home-camera brand; this task-hijacking flaw is in its Android companion app for home cameras, within the camera ecosystem.",Yes,High,,No,High,,Yes,
C:Yes/Low  X:No/High  G:No/High,judgments not unanimous,CVE-2025-55192,"HomeAssistant-Tapo-Control offers Control for Tapo cameras as a Home Assistant component. Prior to commit 2a3b80f, there is a code injection vulnerability in the GitHub Actions workflow .github/workflows/issues.yml. It does not affect users of the Home Assistant integration itself — it only impacts the GitHub Actions environment for this repository. The vulnerable workflow directly inserted user-controlled content from the issue body (github.event.issue.body) into a Bash conditional without proper sanitization. A malicious GitHub user could craft an issue body that executes arbitrary commands on the GitHub Actions runner in a privileged context whenever an issue is opened. The potential impact is limited to the repository’s CI/CD environment, which could allow access to repository contents or GitHub Actions secrets. This issue has been patched via commit 2a3b80f. Workarounds involve disabling the affected workflow (issues.yml), replacing the unsafe Bash comparison with a safe quoted grep (or a pure GitHub Actions expression check), or ensuring minimal permissions in workflows (permissions: block) to reduce possible impact.",,vendor_only,2025-08-14,,,CWE-94,Yes,Low,"No CPE present (common for recent CVEs), but the description names a home/consumer camera and a residential network attack vector.",No,High,,No,High,,Yes,
C:Maybe/Low  X:Maybe/Low  G:Yes/High,both strong reviewers low confidence; judgments not unanimous,CVE-2025-34129,"A command injection vulnerability exists in LILIN Digital Video Recorder (DVR) devices prior to firmware version 2.0b60_20200207 due to insufficient sanitization of the FTP and NTP Server fields in the service configuration. An attacker with access to the configuration interface can upload a malicious XML file with injected shell commands in these fields. Upon subsequent configuration syncs, these commands are executed with elevated privileges. This vulnerability was exploited in the wild by the Moobot botnets.",,vendor_only,2025-07-16,,,CWE-20|CWE-78,Maybe,Low,No CPE present and the description references a camera but does not establish home vs commercial deployment.,Maybe,Low,"Description mentions security camera-related terms, but the affected product appears to be general software/IT rather than a home IoT appliance.",Yes,High,,No,lilin is a professional brand
C:Maybe/Low  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2025-34130,"An unauthenticated arbitrary file read exists in LILIN Digital Video Recorder (DVR) devices prior to firmware version 2.0b60_20200207 via the /z/zbin/net_html.cgi endpoint. This vulnerability allows attackers to read sensitive configuration files, such as /zconf/service.xml, which can then be used to facilitate further attacks including command injection. The vulnerability has been exploited in the wild in conjunction with other issues by botnets like FBot and Moobot.",,vendor_only,2025-07-16,,,CWE-200|CWE-306,Maybe,Low,No CPE present and the description references a camera but does not establish home vs commercial deployment.,Yes,High,,Yes,High,,No,
C:Maybe/Low  X:Maybe/Low  G:Yes/High,both strong reviewers low confidence; judgments not unanimous,CVE-2025-34132,"A command injection vulnerability exists in LILIN Digital Video Recorder (DVR) devices prior to firmware version 2.0b60_20200207 via the Server field in the NTPUpdate configuration. The web service at /z/zbin/dvr_box fails to properly sanitize input, allowing remote attackers to inject and execute arbitrary commands as root by supplying specially crafted XML data to the DVRPOST interface.",,vendor_only,2025-07-16,,,CWE-20|CWE-78,Maybe,Low,No CPE present and the description references a camera but does not establish home vs commercial deployment.,Maybe,Low,"Description mentions security camera-related terms, but the affected product appears to be general software/IT rather than a home IoT appliance.",Yes,High,,No,
C:No/High  X:Yes/High  G:No/Low,judgments not unanimous,CVE-2025-30026,"The AXIS Camera Station Server had a flaw that allowed
to bypass authentication that is normally required.",cpe:2.3:a:axis:camera_station:*:*:*:*:*:*:*:*|cpe:2.3:a:axis:camera_station_pro:*:*:*:*:*:*:*:*,vendor_only,2025-07-11,9.8,3.1,CWE-288,No,High,"AXIS Camera Station Server is professional video-management server software, not a consumer home camera.",Yes,High,,No,Low,"The CVE affects the 'Camera Station Server' software, which is the management software used to run the network video recording (NVR) system, rather than the camera hardware itself. While Axis cameras are used in homes, the server software is typically deployed on a PC or server, which falls under 'general IT' and is excluded by the the rubric's definition of home IoT devices.",No,
C:No/Low  X:No/High  G:Yes/Low,judgments not unanimous,CVE-2025-29058,An issue in Qimou CMS v.3.34.0 allows a remote attacker to execute arbitrary code via the upgrade.php component.,cpe:2.3:a:qimou_cms_project:qimou_cms:3.34.0:*:*:*:*:*:*:*,vendor_only,2025-04-18,9.8,3.1,CWE-94,No,Low,Unrecognized vendor and no camera signal in the description; likely a brand-keyword collision rather than a home camera.,No,High,,Yes,Low,"Qimou CMS is a content management system typically used for managing surveillance cameras and DVRs, which are common home IoT devices in the camera category. However, the description is brief and doesn't explicitly state the residential context.",No,
C:Yes/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2025-1099,"This vulnerability exists in Tapo C500 Wi-Fi camera due to hard-coded RSA private key embedded within the device firmware. An attacker with physical access could exploit this vulnerability to obtain cryptographic private keys which can then be used to perform impersonation, data decryption and man in the middle attacks on the targeted device.",,vendor_only,2025-02-10,,,CWE-321,Yes,Low,"No CPE present (common for recent CVEs), but the description names a home/consumer camera and a residential network attack vector.",No,High,,Yes,High,,Yes,
C:No/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2025-0576,A vulnerability was found in Mobotix M15 4.3.4.83 and classified as problematic. This issue affects some unknown processing of the file /control/player?center&eventlist&pda&dummy_for_reload=1736177631&p_evt. The manipulation of the argument p_qual leads to cross site scripting. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used. The vendor was contacted early about this disclosure but did not respond in any way.,,vendor_only,2025-01-20,4.3,3.1,CWE-79|CWE-94,No,Low,No CPE and no camera signal in the description; cannot tie this to a home camera.,No,High,,Yes,High,,No,
C:No/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2026-4585,A vulnerability has been found in Tiandy Easy7 Integrated Management Platform up to 7.17.0. This vulnerability affects unknown code of the file /Easy7/apps/WebService/ImportSystemConfiguration.jsp of the component Configuration Handler. The manipulation of the argument File leads to os command injection. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. The vendor was contacted early about this disclosure but did not respond in any way.,,vendor_only,2026-03-23,9.8,3.1,CWE-77|CWE-78,No,Low,No CPE and no camera signal in the description; cannot tie this to a home camera.,No,High,,Yes,High,,No,
C:No/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2026-4287,A security flaw has been discovered in Tiandy Easy7 Integrated Management Platform 7.17.0. The affected element is an unknown function of the file /rest/devStatus/queryResources of the component Endpoint. Performing a manipulation of the argument areaId results in sql injection. The attack can be initiated remotely. The exploit has been released to the public and may be used for attacks. The vendor was contacted early about this disclosure but did not respond in any way.,,vendor_only,2026-03-17,7.3,3.1,CWE-74|CWE-89,No,Low,No CPE and no camera signal in the description; cannot tie this to a home camera.,No,High,,Yes,High,,No,
