Category,Direction,Verdicts,Review Reason,cve_id,description,cpe_strings,Difference Type,published,cvss_score,cvss_version,cwe_ids,Claude Judgment,Claude Confidence,Claude Reasoning,Codex Judgment,Codex Confidence,Codex Reasoning,Gemini Judgment,Gemini Confidence,Gemini Reasoning,Human Verdict 1,Human Notes 1,Human Verdict 2,Human Notes 2,Disagreement
sensors,keyword_only,C:No/Low  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2018-20161,"A design flaw in the BlinkForHome (aka Blink For Home) Sync Module 2.10.4 and earlier allows attackers to disable cameras via Wi-Fi, because incident clips (triggered by the motion sensor) are not saved if the attacker's traffic (such as Dot11Deauth) successfully disconnects the Sync Module from the Wi-Fi network. (Access to live video from the app also becomes unavailable.)",cpe:2.3:a:blinkforhome:sync_module:*:*:*:*:*:*:*:*,keyword_only,2018-12-15,6.5,3.0,,No,Low,"Blink Sync Module is a hub for a home security camera system; the motion sensor mentioned is camera-based motion detection integrated into the camera product, not a standalone home IoT sensor device",Yes,High,,Yes,High,,Yes,,No,"Affected device is Blink Sync Module hub — belongs in hub category, not sensors.",Partner=Yes vs Suhani=No
sensors,keyword_only,C:Maybe/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2025-10693,"When SmartStart Inclusion fails during the onboarding of a Z-Wave PIR sensor, the sensor will join the network as a non-secure device. This vulnerability exists in Silicon Labs' Z-Wave PIR Sensor Reference design delivered as part of SiSDK v2025.6.0 and v2025.6.1.",,keyword_only,2025-10-31,,,CWE-757,Maybe,Low,"Z-Wave PIR sensors are home IoT devices, but this CVE targets Silicon Labs Z-Wave PIR Sensor Reference Design, a development platform rather than a consumer product; the non-secure inclusion vulnerability may affect consumer devices built from this design",No,High,,Yes,High,,Yes,,No,"Silicon Labs Z-Wave PIR Sensor Reference Design / SDK — reference design, not a consumer product.",Partner=Yes vs Suhani=No
smartplugs,vendor_only,C:No/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2021-3774,"Meross Smart Wi-Fi 2 Way Wall Switch (MSS550X), on its 3.1.3 version and before, creates an open Wi-Fi Access Point without the required security measures in its initial setup. This could allow a remote attacker to obtain the Wi-Fi SSID as well as the password configured by the user from Meross app via Http/JSON plain request.",cpe:2.3:o:meross:mss550x_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meross:mss550x:-:*:*:*:*:*:*:*,vendor_only,2021-11-05,6.5,3.1,CWE-319,No,Low,"Meross MSS550X is a wall-mounted smart light switch, not a smart plug; wall switches are a distinct device type from outlet-mounted smart plugs and would belong in the lighting category",No,High,,Yes,High,,No,,Yes,Consumer WiFi smart plug/switch product — in-scope for smartplugs.,Partner=No vs Suhani=Yes
smartplugs,vendor_only,C:Yes/High  X:No/High  G:Yes/High,judgments not unanimous,CVE-2023-38907,"An issue in TPLink Smart Bulb Tapo series L530 before 1.2.4, L510E before 1.1.0, L630 before 1.0.4, P100 before 1.5.0, and Tapo Application 2.8.14 allows a remote attacker to replay old messages encrypted with a still valid session key.",cpe:2.3:o:tp-link:tapo_l530e_firmware:1.0.0:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_l530e:-:*:*:*:*:*:*:*|cpe:2.3:a:tp-link:tapo:2.8.14:*:*:*:*:*:*:*,vendor_only,2023-09-25,7.5,3.1,,Yes,High,,No,High,,Yes,High,,Yes,,No,Smart light bulb — not a smart plug; belongs in lighting category.,Partner=Yes vs Suhani=No
smartplugs,vendor_only,C:Yes/High  X:No/High  G:Yes/High,judgments not unanimous,CVE-2023-38906,"An issue in TPLink Smart Bulb Tapo series L530 1.1.9, L510E 1.0.8, L630 1.0.3, P100 1.4.9, Smart Camera Tapo series C200 1.1.18, and Tapo Application 2.8.14 allows a remote attacker to obtain sensitive information via the authentication code for the UDP message.",cpe:2.3:a:tp-link:tapo:2.8.14:*:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_l530e_firmware:1.0.0:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_l530e:-:*:*:*:*:*:*:*,vendor_only,2023-08-22,6.5,3.1,,Yes,High,,No,High,,Yes,High,,Yes,,No,Smart light bulb — not a smart plug; belongs in lighting category.,Partner=Yes vs Suhani=No
smartplugs,vendor_only,C:Yes/High  X:No/High  G:Yes/High,judgments not unanimous,CVE-2023-38908,"An issue in TPLink Smart Bulb Tapo series L530 before 1.2.4, L510E before 1.1.0, L630 before 1.0.4, P100 before 1.5.0, and Tapo Application 2.8.14 allows a remote attacker to obtain sensitive information via the TSKEP authentication function.",cpe:2.3:a:tp-link:tapo:2.8.14:*:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_l530e_firmware:1.0.0:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_l530e:-:*:*:*:*:*:*:*,vendor_only,2023-08-22,6.5,3.1,,Yes,High,,No,High,,Yes,High,,Yes,,No,Smart light bulb — not a smart plug; belongs in lighting category.,Partner=Yes vs Suhani=No
smartplugs,vendor_only,C:Yes/High  X:No/High  G:Yes/High,judgments not unanimous,CVE-2023-38909,"An issue in TPLink Smart Bulb Tapo series L530 before 1.2.4, L510E before 1.1.0, L630 before 1.0.4, P100 before 1.5.0, and Tapo Application 2.8.14 allows a remote attacker to obtain sensitive information via the IV component in the AES128-CBC function.",cpe:2.3:a:tp-link:tapo:2.8.14:*:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_l530e_firmware:1.0.0:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_l530e:-:*:*:*:*:*:*:*,vendor_only,2023-08-22,6.5,3.1,,Yes,High,,No,High,,Yes,High,,Yes,,No,Smart light bulb — not a smart plug; belongs in lighting category.,Partner=Yes vs Suhani=No
smartplugs,vendor_only,C:Yes/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2023-34829,Incorrect access control in TP-Link Tapo before v3.1.315 allows attackers to access user credentials in plaintext.,cpe:2.3:a:tp-link:tapo:*:*:*:*:*:*:*:*,vendor_only,2023-12-28,6.5,3.1,CWE-319,Yes,Low,"TP-Link Tapo is the vendor's own control app for its device line, which includes Tapo smart plugs; a plaintext-credential exposure in that app compromises whatever Tapo devices a user has linked, including plugs — in scope per the app-device-link principle even though no single product is named.",No,High,,Yes,High,,Yes,,No,,Partner=Yes vs Suhani=No
smartspeakers,vendor_only,C:No/Low  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2019-15027,"The MediaTek Embedded Multimedia Card (eMMC) subsystem for Android on MT65xx, MT66xx, and MT8163 SoC devices allows attackers to execute arbitrary commands as root via shell metacharacters in a filename under /data, because clear_emmc_nomedia_entry in platform/mt6577/external/meta/emmc/meta_clr_emmc.c invokes 'system(""/system/bin/rm -r /data/' followed by this filename upon an eMMC clearance from a Meta Mode boot. NOTE: compromise of Fire OS on the Amazon Echo Dot would require a second hypothetical vulnerability that allows creation of the required file under /data.",cpe:2.3:o:mediatek:mt8163_firmware:-:*:*:*:*:android:*:*|cpe:2.3:h:mediatek:mt8163:-:*:*:*:*:android:*:*|cpe:2.3:o:mediatek:mt6625_firmware:-:*:*:*:*:android:*:*|cpe:2.3:h:mediatek:mt6625:-:*:*:*:*:android:*:*|cpe:2.3:o:mediatek:mt6577_firmware:-:*:*:*:*:android:*:*|cpe:2.3:h:mediatek:mt6577:-:*:*:*:*:android:*:*,vendor_only,2019-08-14,9.8,3.0,CWE-78,No,Low,"This is a MediaTek eMMC/SoC vulnerability; the Amazon Echo Dot is only mentioned hypothetically (exploitation would require an additional vulnerability), so the CVE is against the chipset, not a smart speaker.",Yes,High,,Yes,High,,No,,Maybe,,Partner=No vs Suhani=Maybe
smartspeakers,vendor_only,C:Yes/Low  X:Yes/High  G:No/High,judgments not unanimous,CVE-2018-12638,An issue was discovered in the Bose Soundtouch app 18.1.4 for iOS. There is no frontend input validation of the device name. A malicious device name can execute JavaScript on the registered Bose User Account if a speaker has been connected to the app.,cpe:2.3:a:bose:soundtouch:18.1.4:*:*:*:*:iphone_os:*:*,vendor_only,2019-03-21,6.1,3.0,CWE-79,Yes,Low,"Bose SoundTouch is Bose's own companion app for its SoundTouch speakers; the JS-injection flaw is triggered specifically when a malicious device name is registered by a connected speaker, so it's an attack on the speaker's own account/control channel via its official app, which is in scope.",Yes,High,,No,High,,Yes,,Maybe,,Partner=Yes vs Suhani=Maybe
